,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission,GDP_category,CO2_category,Average_CO2_emission
0,Afghanistan,coal,2015,0.03,0.03,72.06,34414.0,3.67,1.75,2.95,Medium-high,Low,1.5824
1,Afghanistan,natural_gas,2015,0.01,0.01,72.06,34414.0,3.67,1.75,0.28,Medium-high,Low,1.5824
2,Afghanistan,petroleum_n_other_liquids,2015,0.07,0.0,72.06,34414.0,3.67,1.75,3.94,Medium-high,Low,1.5824
3,Afghanistan,nuclear,2015,,,72.06,34414.0,3.67,1.75,0.0,Medium-high,Low,1.5824
4,Afghanistan,renewables_n_other,2015,0.02,0.01,72.06,34414.0,3.67,1.75,0.0,Medium-high,Low,1.5824
5,Albania,coal,2015,0.0,0.0,33.6,2891.0,40.23,3.46,0.31,Medium,Low,0.8228
6,Albania,natural_gas,2015,0.0,0.0,33.6,2891.0,40.23,3.46,0.06,Medium,Low,0.8228
7,Albania,petroleum_n_other_liquids,2015,0.05,0.05,33.6,2891.0,40.23,3.46,3.67,Medium,Low,0.8228
8,Albania,nuclear,2015,,,33.6,2891.0,40.23,3.46,0.0,Medium,Low,0.8228
9,Albania,renewables_n_other,2015,0.06,0.05,33.6,2891.0,40.23,3.46,0.0,Medium,Low,0.8228
10,Algeria,coal,2015,0.0,0.0,477.36,39728.0,59.2,4.93,0.83,High,Low,27.6464
11,Algeria,natural_gas,2015,1.49,3.11,477.36,39728.0,59.2,4.93,77.81,High,Low,27.6464
12,Algeria,petroleum_n_other_liquids,2015,0.86,3.58,477.36,39728.0,59.2,4.93,53.05,High,Low,27.6464
13,Algeria,nuclear,2015,,,477.36,39728.0,59.2,4.93,0.0,High,Low,27.6464
14,Algeria,renewables_n_other,2015,0.01,0.0,477.36,39728.0,59.2,4.93,0.0,High,Low,27.6464
15,American Samoa,coal,2015,0.0,0.0,0.66,56.0,88.0,7.43,0.0,Low,Low,0.072
16,American Samoa,natural_gas,2015,0.0,0.0,0.66,56.0,88.0,7.43,0.0,Low,Low,0.072
17,American Samoa,petroleum_n_other_liquids,2015,0.0,0.0,0.66,56.0,88.0,7.43,0.36,Low,Low,0.072
18,American Samoa,nuclear,2015,,,0.66,56.0,88.0,7.43,0.0,Low,Low,0.072
19,American Samoa,renewables_n_other,2015,0.0,0.0,0.66,56.0,88.0,7.43,0.0,Low,Low,0.072
20,Angola,coal,2015,0.0,0.0,204.6,27884.0,14.32,1.95,0.0,Medium-high,Low,4.1296
21,Angola,natural_gas,2015,0.03,0.03,204.6,27884.0,14.32,1.95,0.45,Medium-high,Low,4.1296
22,Angola,petroleum_n_other_liquids,2015,0.32,3.87,204.6,27884.0,14.32,1.95,21.29,Medium-high,Low,4.1296
23,Angola,nuclear,2015,,,204.6,27884.0,14.32,1.95,0.0,Medium-high,Low,4.1296
24,Angola,renewables_n_other,2015,0.05,0.05,204.6,27884.0,14.32,1.95,0.0,Medium-high,Low,4.1296
25,Antigua and Barbuda,coal,2015,0.0,0.0,1.77,94.0,110.98,5.87,0.0,Low,Low,0.1472
26,Antigua and Barbuda,natural_gas,2015,0.0,0.0,1.77,94.0,110.98,5.87,0.0,Low,Low,0.1472
27,Antigua and Barbuda,petroleum_n_other_liquids,2015,0.01,0.0,1.77,94.0,110.98,5.87,0.72,Low,Low,0.1472
28,Antigua and Barbuda,nuclear,2015,,,1.77,94.0,110.98,5.87,0.0,Low,Low,0.1472
29,Antigua and Barbuda,renewables_n_other,2015,0.0,0.0,1.77,94.0,110.98,5.87,0.0,Low,Low,0.1472
30,Argentina,coal,2015,0.04,0.0,867.71,43129.0,88.82,4.41,4.12,High,Low,40.4844
31,Argentina,natural_gas,2015,1.73,1.34,867.71,43129.0,88.82,4.41,92.18,High,Low,40.4844
32,Argentina,petroleum_n_other_liquids,2015,1.63,1.32,867.71,43129.0,88.82,4.41,101.03,High,Medium,40.4844
33,Argentina,nuclear,2015,0.08,0.08,867.71,43129.0,88.82,4.41,0.0,High,Low,40.4844
34,Argentina,renewables_n_other,2015,0.35,0.4,867.71,43129.0,88.82,4.41,0.0,High,Low,40.4844
35,Armenia,coal,2015,0.0,0.0,29.17,2926.0,47.43,4.76,0.0,Medium,Low,1.1248
36,Armenia,natural_gas,2015,0.08,0.0,29.17,2926.0,47.43,4.76,4.9,Medium,Low,1.1248
37,Armenia,petroleum_n_other_liquids,2015,0.02,0.0,29.17,2926.0,47.43,4.76,1.08,Medium,Low,1.1248
38,Armenia,nuclear,2015,0.03,0.03,29.17,2926.0,47.43,4.76,0.0,Medium,Low,1.1248
39,Armenia,renewables_n_other,2015,0.02,0.02,29.17,2926.0,47.43,4.76,0.0,Medium,Low,1.1248
40,Aruba,coal,2015,0.0,0.0,3.08,104.0,176.62,5.99,0.0,Low,Low,0.2432
41,Aruba,natural_gas,2015,0.0,0.0,3.08,104.0,176.62,5.99,0.0,Low,Low,0.2432
42,Aruba,petroleum_n_other_liquids,2015,0.02,0.0,3.08,104.0,176.62,5.99,1.21,Low,Low,0.2432
43,Aruba,nuclear,2015,,,3.08,104.0,176.62,5.99,0.0,Low,Low,0.2432
44,Aruba,renewables_n_other,2015,0.0,0.0,3.08,104.0,176.62,5.99,0.0,Low,Low,0.2432
45,Australia,coal,2015,1.78,12.09,1113.0,23859.0,242.16,5.19,162.33,High,Medium,80.666
46,Australia,natural_gas,2015,1.44,2.5,1113.0,23859.0,242.16,5.19,75.23,High,Low,80.666
47,Australia,petroleum_n_other_liquids,2015,2.27,0.73,1113.0,23859.0,242.16,5.19,149.5,High,Medium,80.666
48,Australia,nuclear,2015,,,1113.0,23859.0,242.16,5.19,0.0,High,Low,80.666
49,Australia,renewables_n_other,2015,0.29,0.32,1113.0,23859.0,242.16,5.19,0.0,High,Low,80.666
50,Austria,coal,2015,0.09,0.0,431.08,8657.0,165.02,3.31,11.21,High,Low,12.7304
51,Austria,natural_gas,2015,0.3,0.05,431.08,8657.0,165.02,3.31,15.08,High,Low,12.7304
52,Austria,petroleum_n_other_liquids,2015,0.54,0.04,431.08,8657.0,165.02,3.31,34.86,High,Low,12.7304
53,Austria,nuclear,2015,,,431.08,8657.0,165.02,3.31,0.0,High,Low,12.7304
54,Austria,renewables_n_other,2015,0.49,0.45,431.08,8657.0,165.02,3.31,0.0,High,Low,12.7304
55,Azerbaijan,coal,2015,0.0,0.0,144.15,9623.0,64.26,4.29,0.0,Medium-high,Low,6.6924
56,Azerbaijan,natural_gas,2015,0.4,0.67,144.15,9623.0,64.26,4.29,19.68,Medium-high,Low,6.6924
57,Azerbaijan,petroleum_n_other_liquids,2015,0.2,1.82,144.15,9623.0,64.26,4.29,12.84,Medium-high,Low,6.6924
58,Azerbaijan,nuclear,2015,,,144.15,9623.0,64.26,4.29,0.0,Medium-high,Low,6.6924
59,Azerbaijan,renewables_n_other,2015,0.02,0.02,144.15,9623.0,64.26,4.29,0.0,Medium-high,Low,6.6924
60,Bahrain,coal,2015,0.0,0.0,62.52,1370.0,506.99,11.11,0.0,Medium-high,Low,7.777200000000001
61,Bahrain,natural_gas,2015,0.57,0.57,62.52,1370.0,506.99,11.11,30.41,Medium-high,Low,7.777200000000001
62,Bahrain,petroleum_n_other_liquids,2015,0.12,0.45,62.52,1370.0,506.99,11.11,8.1,Medium-high,Low,7.777200000000001
63,Bahrain,nuclear,2015,,,62.52,1370.0,506.99,11.11,0.0,Medium-high,Low,7.777200000000001
64,Bahrain,renewables_n_other,2015,0.0,0.0,62.52,1370.0,506.99,11.11,0.0,Medium-high,Low,7.777200000000001
65,Bangladesh,coal,2015,0.08,0.01,595.35,156256.0,8.49,2.23,4.97,High,Low,16.090799999999998
66,Bangladesh,natural_gas,2015,0.99,0.99,595.35,156256.0,8.49,2.23,46.71,High,Low,16.090799999999998
67,Bangladesh,petroleum_n_other_liquids,2015,0.24,0.01,595.35,156256.0,8.49,2.23,17.2,High,Low,16.090799999999998
68,Bangladesh,nuclear,2015,,,595.35,156256.0,8.49,2.23,0.0,High,Low,16.090799999999998
69,Bangladesh,renewables_n_other,2015,0.02,0.01,595.35,156256.0,8.49,2.23,0.0,High,Low,16.090799999999998
70,Barbados,coal,2015,0.0,0.0,4.43,285.0,81.71,5.27,0.0,Low,Low,0.33399999999999996
71,Barbados,natural_gas,2015,0.0,0.0,4.43,285.0,81.71,5.27,0.03,Low,Low,0.33399999999999996
72,Barbados,petroleum_n_other_liquids,2015,0.02,0.0,4.43,285.0,81.71,5.27,1.58,Low,Low,0.33399999999999996
73,Barbados,nuclear,2015,,,4.43,285.0,81.71,5.27,0.0,Low,Low,0.33399999999999996
74,Barbados,renewables_n_other,2015,0.0,0.0,4.43,285.0,81.71,5.27,0.0,Low,Low,0.33399999999999996
75,Belarus,coal,2015,0.02,0.0,171.2,9439.0,101.01,5.57,2.0,Medium-high,Low,11.1172
76,Belarus,natural_gas,2015,0.63,0.0,171.2,9439.0,101.01,5.57,39.02,Medium-high,Low,11.1172
77,Belarus,petroleum_n_other_liquids,2015,0.29,0.06,171.2,9439.0,101.01,5.57,21.44,Medium-high,Low,11.1172
78,Belarus,nuclear,2015,,,171.2,9439.0,101.01,5.57,0.0,Medium-high,Low,11.1172
79,Belarus,renewables_n_other,2015,0.01,0.0,171.2,9439.0,101.01,5.57,0.0,Medium-high,Low,11.1172
80,Belgium,coal,2015,0.12,0.0,521.0,11283.0,221.08,4.79,11.3,High,Low,24.4268
81,Belgium,natural_gas,2015,0.61,0.0,521.0,11283.0,221.08,4.79,29.72,High,Low,24.4268
82,Belgium,petroleum_n_other_liquids,2015,1.29,0.0,521.0,11283.0,221.08,4.79,72.73,High,Low,24.4268
83,Belgium,nuclear,2015,0.26,0.26,521.0,11283.0,221.08,4.79,0.0,High,Low,24.4268
84,Belgium,renewables_n_other,2015,0.21,0.16,521.0,11283.0,221.08,4.79,0.0,High,Low,24.4268
85,Belize,coal,2015,0.0,0.0,2.62,361.0,34.7,4.79,0.0,Low,Low,0.1184
86,Belize,natural_gas,2015,0.0,0.0,2.62,361.0,34.7,4.79,0.0,Low,Low,0.1184
87,Belize,petroleum_n_other_liquids,2015,0.01,0.0,2.62,361.0,34.7,4.79,0.51,Low,Low,0.1184
88,Belize,nuclear,2015,,,2.62,361.0,34.7,4.79,0.0,Low,Low,0.1184
89,Belize,renewables_n_other,2015,0.0,0.0,2.62,361.0,34.7,4.79,0.0,Low,Low,0.1184
90,Benin,coal,2015,0.0,0.0,30.53,10576.0,7.35,2.55,0.09,Medium,Low,1.2576
91,Benin,natural_gas,2015,0.0,0.0,30.53,10576.0,7.35,2.55,0.0,Medium,Low,1.2576
92,Benin,petroleum_n_other_liquids,2015,0.07,0.0,30.53,10576.0,7.35,2.55,4.75,Medium,Low,1.2576
93,Benin,nuclear,2015,,,30.53,10576.0,7.35,2.55,0.0,Medium,Low,1.2576
94,Benin,renewables_n_other,2015,0.0,0.0,30.53,10576.0,7.35,2.55,0.0,Medium,Low,1.2576
95,Bermuda,coal,2015,0.0,0.0,6.3,64.0,133.4,1.35,0.0,Low,Low,0.1512
96,Bermuda,natural_gas,2015,0.0,0.0,6.3,64.0,133.4,1.35,0.0,Low,Low,0.1512
97,Bermuda,petroleum_n_other_liquids,2015,0.01,0.0,6.3,64.0,133.4,1.35,0.75,Low,Low,0.1512
98,Bermuda,nuclear,2015,,,6.3,64.0,133.4,1.35,0.0,Low,Low,0.1512
99,Bermuda,renewables_n_other,2015,0.0,0.0,6.3,64.0,133.4,1.35,0.0,Low,Low,0.1512
100,Bhutan,coal,2015,0.0,0.0,6.59,728.0,84.34,9.31,0.16,Low,Low,0.152
101,Bhutan,natural_gas,2015,0.0,0.0,6.59,728.0,84.34,9.31,0.0,Low,Low,0.152
102,Bhutan,petroleum_n_other_liquids,2015,0.01,0.0,6.59,728.0,84.34,9.31,0.43,Low,Low,0.152
103,Bhutan,nuclear,2015,,,6.59,728.0,84.34,9.31,0.0,Low,Low,0.152
104,Bhutan,renewables_n_other,2015,0.05,0.07,6.59,728.0,84.34,9.31,0.0,Low,Low,0.152
105,Bolivia,coal,2015,0.0,0.0,77.54,10870.0,27.92,3.91,0.0,Medium-high,Low,3.432
106,Bolivia,natural_gas,2015,0.1,0.75,77.54,10870.0,27.92,3.91,6.26,Medium-high,Low,3.432
107,Bolivia,petroleum_n_other_liquids,2015,0.18,0.13,77.54,10870.0,27.92,3.91,9.92,Medium-high,Low,3.432
108,Bolivia,nuclear,2015,,,77.54,10870.0,27.92,3.91,0.0,Medium-high,Low,3.432
109,Bolivia,renewables_n_other,2015,0.02,0.03,77.54,10870.0,27.92,3.91,0.0,Medium-high,Low,3.432
110,Bosnia and Herzegovina,coal,2015,0.13,0.09,41.2,3429.0,70.63,5.88,12.01,Medium,Low,3.4783999999999997
111,Bosnia and Herzegovina,natural_gas,2015,0.01,0.0,41.2,3429.0,70.63,5.88,0.32,Medium,Low,3.4783999999999997
112,Bosnia and Herzegovina,petroleum_n_other_liquids,2015,0.06,0.0,41.2,3429.0,70.63,5.88,4.4,Medium,Low,3.4783999999999997
113,Bosnia and Herzegovina,nuclear,2015,,,41.2,3429.0,70.63,5.88,0.0,Medium,Low,3.4783999999999997
114,Bosnia and Herzegovina,renewables_n_other,2015,0.04,0.05,41.2,3429.0,70.63,5.88,0.0,Medium,Low,3.4783999999999997
115,Botswana,coal,2015,0.03,0.05,31.01,2121.0,37.73,2.58,1.58,Medium,Low,1.1964
116,Botswana,natural_gas,2015,0.0,0.0,31.01,2121.0,37.73,2.58,0.0,Medium,Low,1.1964
117,Botswana,petroleum_n_other_liquids,2015,0.05,0.0,31.01,2121.0,37.73,2.58,3.09,Medium,Low,1.1964
118,Botswana,nuclear,2015,,,31.01,2121.0,37.73,2.58,0.0,Medium,Low,1.1964
119,Botswana,renewables_n_other,2015,0.01,0.0,31.01,2121.0,37.73,2.58,0.0,Medium,Low,1.1964
120,Brazil,coal,2015,0.68,0.13,3013.56,204684.0,61.35,4.17,71.82,High,Low,96.2416
121,Brazil,natural_gas,2015,1.47,0.76,3013.56,204684.0,61.35,4.17,74.9,High,Low,96.2416
122,Brazil,petroleum_n_other_liquids,2015,6.09,5.4,3013.56,204684.0,61.35,4.17,363.1,High,Medium,96.2416
123,Brazil,nuclear,2015,0.14,0.14,3013.56,204684.0,61.35,4.17,0.0,High,Low,96.2416
124,Brazil,renewables_n_other,2015,4.17,4.73,3013.56,204684.0,61.35,4.17,0.0,High,Low,96.2416
125,British Virgin Islands,coal,2015,0.0,0.0,1.27,29.0,87.4,2.0,0.0,Low,Low,0.037599999999999995
126,British Virgin Islands,natural_gas,2015,0.0,0.0,1.27,29.0,87.4,2.0,0.0,Low,Low,0.037599999999999995
127,British Virgin Islands,petroleum_n_other_liquids,2015,0.0,0.0,1.27,29.0,87.4,2.0,0.18,Low,Low,0.037599999999999995
128,British Virgin Islands,nuclear,2015,,,1.27,29.0,87.4,2.0,0.0,Low,Low,0.037599999999999995
129,British Virgin Islands,renewables_n_other,2015,0.0,0.0,1.27,29.0,87.4,2.0,0.0,Low,Low,0.037599999999999995
130,Brunei,coal,2015,0.0,0.0,25.95,415.0,402.66,6.44,0.0,Medium,Low,1.9080000000000001
131,Brunei,natural_gas,2015,0.13,0.44,25.95,415.0,402.66,6.44,6.24,Medium,Low,1.9080000000000001
132,Brunei,petroleum_n_other_liquids,2015,0.04,0.27,25.95,415.0,402.66,6.44,2.35,Medium,Low,1.9080000000000001
133,Brunei,nuclear,2015,,,25.95,415.0,402.66,6.44,0.0,Medium,Low,1.9080000000000001
134,Brunei,renewables_n_other,2015,0.0,0.0,25.95,415.0,402.66,6.44,0.0,Medium,Low,1.9080000000000001
135,Bulgaria,coal,2015,0.27,0.24,131.69,7172.0,109.83,5.98,25.76,Medium-high,Low,8.6008
136,Bulgaria,natural_gas,2015,0.11,0.0,131.69,7172.0,109.83,5.98,5.51,Medium-high,Low,8.6008
137,Bulgaria,petroleum_n_other_liquids,2015,0.2,0.0,131.69,7172.0,109.83,5.98,11.39,Medium-high,Low,8.6008
138,Bulgaria,nuclear,2015,0.16,0.16,131.69,7172.0,109.83,5.98,0.0,Medium-high,Low,8.6008
139,Bulgaria,renewables_n_other,2015,0.05,0.08,131.69,7172.0,109.83,5.98,0.0,Medium-high,Low,8.6008
140,Burkina Faso,coal,2015,0.0,0.0,31.03,18111.0,2.95,1.72,0.0,Medium,Low,0.7356
141,Burkina Faso,natural_gas,2015,0.0,0.0,31.03,18111.0,2.95,1.72,0.0,Medium,Low,0.7356
142,Burkina Faso,petroleum_n_other_liquids,2015,0.05,0.0,31.03,18111.0,2.95,1.72,2.86,Medium,Low,0.7356
143,Burkina Faso,nuclear,2015,,,31.03,18111.0,2.95,1.72,0.0,Medium,Low,0.7356
144,Burkina Faso,renewables_n_other,2015,0.0,0.0,31.03,18111.0,2.95,1.72,0.0,Medium,Low,0.7356
145,Burma,coal,2015,0.01,0.01,216.28,52681.0,7.27,1.77,0.95,Medium-high,Low,5.3048
146,Burma,natural_gas,2015,0.13,0.65,216.28,52681.0,7.27,1.77,6.79,Medium-high,Low,5.3048
147,Burma,petroleum_n_other_liquids,2015,0.15,0.03,216.28,52681.0,7.27,1.77,13.25,Medium-high,Low,5.3048
148,Burma,nuclear,2015,,,216.28,52681.0,7.27,1.77,0.0,Medium-high,Low,5.3048
149,Burma,renewables_n_other,2015,0.09,0.09,216.28,52681.0,7.27,1.77,0.0,Medium-high,Low,5.3048
150,Burundi,coal,2015,0.0,0.0,8.55,10160.0,0.7,0.83,0.0,Low,Low,0.09040000000000001
151,Burundi,natural_gas,2015,0.0,0.0,8.55,10160.0,0.7,0.83,0.0,Low,Low,0.09040000000000001
152,Burundi,petroleum_n_other_liquids,2015,0.01,0.0,8.55,10160.0,0.7,0.83,0.24,Low,Low,0.09040000000000001
153,Burundi,nuclear,2015,,,8.55,10160.0,0.7,0.83,0.0,Low,Low,0.09040000000000001
154,Burundi,renewables_n_other,2015,0.0,0.0,8.55,10160.0,0.7,0.83,0.0,Low,Low,0.09040000000000001
155,Cabo Verde,coal,2015,0.0,0.0,3.15,525.0,24.83,4.14,0.0,Low,Low,0.19079999999999997
156,Cabo Verde,natural_gas,2015,0.0,0.0,3.15,525.0,24.83,4.14,0.0,Low,Low,0.19079999999999997
157,Cabo Verde,petroleum_n_other_liquids,2015,0.01,0.0,3.15,525.0,24.83,4.14,0.91,Low,Low,0.19079999999999997
158,Cabo Verde,nuclear,2015,,,3.15,525.0,24.83,4.14,0.0,Low,Low,0.19079999999999997
159,Cabo Verde,renewables_n_other,2015,0.0,0.0,3.15,525.0,24.83,4.14,0.0,Low,Low,0.19079999999999997
160,Cambodia,coal,2015,0.01,0.0,52.6,15521.0,7.78,2.3,0.49,Medium-high,Low,1.7624000000000002
161,Cambodia,natural_gas,2015,0.0,0.0,52.6,15521.0,7.78,2.3,0.0,Medium-high,Low,1.7624000000000002
162,Cambodia,petroleum_n_other_liquids,2015,0.09,0.0,52.6,15521.0,7.78,2.3,5.46,Medium-high,Low,1.7624000000000002
163,Cambodia,nuclear,2015,,,52.6,15521.0,7.78,2.3,0.0,Medium-high,Low,1.7624000000000002
164,Cambodia,renewables_n_other,2015,0.02,0.02,52.6,15521.0,7.78,2.3,0.0,Medium-high,Low,1.7624000000000002
165,Cameroon,coal,2015,0.0,0.0,75.96,23298.0,6.38,1.96,0.0,Medium-high,Low,1.42
166,Cameroon,natural_gas,2015,0.03,0.03,75.96,23298.0,6.38,1.96,0.92,Medium-high,Low,1.42
167,Cameroon,petroleum_n_other_liquids,2015,0.08,0.21,75.96,23298.0,6.38,1.96,6.06,Medium-high,Low,1.42
168,Cameroon,nuclear,2015,,,75.96,23298.0,6.38,1.96,0.0,Medium-high,Low,1.42
169,Cameroon,renewables_n_other,2015,0.04,0.04,75.96,23298.0,6.38,1.96,0.0,Medium-high,Low,1.42
170,Canada,coal,2015,0.7,1.29,1594.78,35703.0,411.89,9.22,75.09,High,Low,118.98
171,Canada,natural_gas,2015,4.25,5.78,1594.78,35703.0,411.89,9.22,226.86,High,Medium,118.98
172,Canada,petroleum_n_other_liquids,2015,4.96,8.82,1594.78,35703.0,411.89,9.22,287.6,High,Medium,118.98
173,Canada,nuclear,2015,1.08,1.08,1594.78,35703.0,411.89,9.22,0.0,High,Low,118.98
174,Canada,renewables_n_other,2015,3.71,3.94,1594.78,35703.0,411.89,9.22,0.0,High,Low,118.98
175,Cayman Islands,coal,2015,0.0,0.0,3.3,62.0,142.77,2.67,0.0,Low,Low,0.13
176,Cayman Islands,natural_gas,2015,0.0,0.0,3.3,62.0,142.77,2.67,0.0,Low,Low,0.13
177,Cayman Islands,petroleum_n_other_liquids,2015,0.01,0.0,3.3,62.0,142.77,2.67,0.59,Low,Low,0.13
178,Cayman Islands,nuclear,2015,,,3.3,62.0,142.77,2.67,0.0,Low,Low,0.13
179,Cayman Islands,renewables_n_other,2015,0.0,0.0,3.3,62.0,142.77,2.67,0.0,Low,Low,0.13
180,Central African Republic,coal,2015,0.0,0.0,3.54,4493.0,1.09,1.38,0.0,Low,Low,0.0656
181,Central African Republic,natural_gas,2015,0.0,0.0,3.54,4493.0,1.09,1.38,0.0,Low,Low,0.0656
182,Central African Republic,petroleum_n_other_liquids,2015,0.0,0.0,3.54,4493.0,1.09,1.38,0.41,Low,Low,0.0656
183,Central African Republic,nuclear,2015,,,3.54,4493.0,1.09,1.38,0.0,Low,Low,0.0656
184,Central African Republic,renewables_n_other,2015,0.0,0.0,3.54,4493.0,1.09,1.38,0.0,Low,Low,0.0656
185,Chad,coal,2015,0.0,0.0,25.68,14111.0,1.01,0.56,0.0,Medium,Low,0.24719999999999998
186,Chad,natural_gas,2015,0.0,0.0,25.68,14111.0,1.01,0.56,0.0,Medium,Low,0.24719999999999998
187,Chad,petroleum_n_other_liquids,2015,0.01,0.28,25.68,14111.0,1.01,0.56,0.33,Medium,Low,0.24719999999999998
188,Chad,nuclear,2015,,,25.68,14111.0,1.01,0.56,0.0,Medium,Low,0.24719999999999998
189,Chad,renewables_n_other,2015,0.0,0.0,25.68,14111.0,1.01,0.56,0.0,Medium,Low,0.24719999999999998
190,Chile,coal,2015,0.26,0.06,407.62,17916.0,77.91,3.42,21.8,High,Low,16.62
191,Chile,natural_gas,2015,0.16,0.04,407.62,17916.0,77.91,3.42,8.02,High,Low,16.62
192,Chile,petroleum_n_other_liquids,2015,0.67,0.01,407.62,17916.0,77.91,3.42,46.6,High,Low,16.62
193,Chile,nuclear,2015,,,407.62,17916.0,77.91,3.42,0.0,High,Low,16.62
194,Chile,renewables_n_other,2015,0.3,0.3,407.62,17916.0,77.91,3.42,0.0,High,Low,16.62
195,China,coal,2015,91.43,85.45,17895.85,1407740.0,97.26,7.65,8939.78,High,High,2094.6524000000004
196,China,natural_gas,2015,7.04,4.9,17895.85,1407740.0,97.26,7.65,354.69,High,Medium,2094.6524000000004
197,China,petroleum_n_other_liquids,2015,24.09,9.19,17895.85,1407740.0,97.26,7.65,1359.8,High,High,2094.6524000000004
198,China,nuclear,2015,1.64,1.64,17895.85,1407740.0,97.26,7.65,0.0,High,Low,2094.6524000000004
199,China,renewables_n_other,2015,12.72,13.12,17895.85,1407740.0,97.26,7.65,0.0,High,Low,2094.6524000000004
200,Colombia,coal,2015,0.19,2.23,630.4,47521.0,34.61,2.61,11.58,High,Low,15.001600000000002
201,Colombia,natural_gas,2015,0.38,0.39,630.4,47521.0,34.61,2.61,20.42,High,Low,15.001600000000002
202,Colombia,petroleum_n_other_liquids,2015,0.68,2.21,630.4,47521.0,34.61,2.61,43.74,High,Low,15.001600000000002
203,Colombia,nuclear,2015,,,630.4,47521.0,34.61,2.61,0.0,High,Low,15.001600000000002
204,Colombia,renewables_n_other,2015,0.41,0.49,630.4,47521.0,34.61,2.61,0.0,High,Low,15.001600000000002
205,Comoros,coal,2015,0.0,0.0,2.11,777.0,3.32,1.23,0.0,Low,Low,0.046400000000000004
206,Comoros,natural_gas,2015,0.0,0.0,2.11,777.0,3.32,1.23,0.0,Low,Low,0.046400000000000004
207,Comoros,petroleum_n_other_liquids,2015,0.0,0.0,2.11,777.0,3.32,1.23,0.17,Low,Low,0.046400000000000004
208,Comoros,nuclear,2015,,,2.11,777.0,3.32,1.23,0.0,Low,Low,0.046400000000000004
209,Comoros,renewables_n_other,2015,0.0,0.0,2.11,777.0,3.32,1.23,0.0,Low,Low,0.046400000000000004
210,Congo-Brazzaville,coal,2015,0.0,0.0,22.53,4856.0,20.79,4.48,0.0,Medium,Low,1.0084
211,Congo-Brazzaville,natural_gas,2015,0.06,0.06,22.53,4856.0,20.79,4.48,2.94,Medium,Low,1.0084
212,Congo-Brazzaville,petroleum_n_other_liquids,2015,0.04,0.51,22.53,4856.0,20.79,4.48,2.53,Medium,Low,1.0084
213,Congo-Brazzaville,nuclear,2015,,,22.53,4856.0,20.79,4.48,0.0,Medium,Low,1.0084
214,Congo-Brazzaville,renewables_n_other,2015,0.01,0.01,22.53,4856.0,20.79,4.48,0.0,Medium,Low,1.0084
215,Congo-Kinshasa,coal,2015,0.0,0.0,69.04,76244.0,1.64,1.81,0.02,Medium-high,Low,0.65
216,Congo-Kinshasa,natural_gas,2015,0.0,0.0,69.04,76244.0,1.64,1.81,0.0,Medium-high,Low,0.65
217,Congo-Kinshasa,petroleum_n_other_liquids,2015,0.04,0.04,69.04,76244.0,1.64,1.81,5.4,Medium-high,Low,0.65
218,Congo-Kinshasa,nuclear,2015,,,69.04,76244.0,1.64,1.81,0.0,Medium-high,Low,0.65
219,Congo-Kinshasa,renewables_n_other,2015,0.08,0.08,69.04,76244.0,1.64,1.81,0.0,Medium-high,Low,0.65
220,Costa Rica,coal,2015,0.0,0.0,82.85,4848.0,41.68,2.44,0.0,Medium-high,Low,1.5252
221,Costa Rica,natural_gas,2015,0.0,0.0,82.85,4848.0,41.68,2.44,0.0,Medium-high,Low,1.5252
222,Costa Rica,petroleum_n_other_liquids,2015,0.1,0.0,82.85,4848.0,41.68,2.44,7.46,Medium-high,Low,1.5252
223,Costa Rica,nuclear,2015,,,82.85,4848.0,41.68,2.44,0.0,Medium-high,Low,1.5252
224,Costa Rica,renewables_n_other,2015,0.1,0.1,82.85,4848.0,41.68,2.44,0.0,Medium-high,Low,1.5252
225,Croatia,coal,2015,0.02,0.0,96.72,4204.0,80.01,3.48,2.53,Medium-high,Low,3.2963999999999998
226,Croatia,natural_gas,2015,0.08,0.05,96.72,4204.0,80.01,3.48,3.93,Medium-high,Low,3.2963999999999998
227,Croatia,petroleum_n_other_liquids,2015,0.14,0.03,96.72,4204.0,80.01,3.48,9.21,Medium-high,Low,3.2963999999999998
228,Croatia,nuclear,2015,,,96.72,4204.0,80.01,3.48,0.0,Medium-high,Low,3.2963999999999998
229,Croatia,renewables_n_other,2015,0.09,0.07,96.72,4204.0,80.01,3.48,0.0,Medium-high,Low,3.2963999999999998
230,Cuba,coal,2015,0.0,0.0,142.63,11325.0,38.46,3.05,0.02,Medium-high,Low,4.9832
231,Cuba,natural_gas,2015,0.04,0.04,142.63,11325.0,38.46,3.05,2.23,Medium-high,Low,4.9832
232,Cuba,petroleum_n_other_liquids,2015,0.38,0.11,142.63,11325.0,38.46,3.05,25.57,Medium-high,Low,4.9832
233,Cuba,nuclear,2015,,,142.63,11325.0,38.46,3.05,0.0,Medium-high,Low,4.9832
234,Cuba,renewables_n_other,2015,0.01,0.01,142.63,11325.0,38.46,3.05,0.0,Medium-high,Low,4.9832
235,Cyprus,coal,2015,0.0,0.0,26.98,848.0,123.98,3.9,0.01,Medium,Low,1.5495999999999999
236,Cyprus,natural_gas,2015,0.0,0.0,26.98,848.0,123.98,3.9,0.0,Medium,Low,1.5495999999999999
