,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission,GDP_category,CO2_category,Average_CO2_emission
2797,North Macedonia,petroleum_n_other_liquids,2017,0.04,0.0,29.9,2082.0,51.01,3.55,2.91,Medium,Low,1.3647999999999998
2798,North Macedonia,nuclear,2017,,,29.9,2082.0,51.01,3.55,0.0,Medium,Low,1.3647999999999998
2799,North Macedonia,renewables_n_other,2017,0.02,0.01,29.9,2082.0,51.01,3.55,0.0,Medium,Low,1.3647999999999998
2800,Northern Mariana Islands,coal,2017,0.0,0.0,1.6,57.0,0.0,0.0,0.0,Low,Low,0.0
2801,Northern Mariana Islands,natural_gas,2017,0.0,0.0,1.6,57.0,0.0,0.0,0.0,Low,,0.0
2802,Northern Mariana Islands,petroleum_n_other_liquids,2017,0.0,0.0,1.6,57.0,0.0,0.0,0.0,Low,,0.0
2803,Northern Mariana Islands,nuclear,2017,,,1.6,57.0,0.0,0.0,0.0,Low,Low,0.0
2804,Northern Mariana Islands,renewables_n_other,2017,0.0,0.0,1.6,57.0,0.0,0.0,0.0,Low,Low,0.0
2805,Norway,coal,2017,0.02,0.0,323.06,5282.0,363.18,5.94,3.25,High,Low,7.9548000000000005
2806,Norway,natural_gas,2017,0.15,4.61,323.06,5282.0,363.18,5.94,9.87,High,Low,7.9548000000000005
2807,Norway,petroleum_n_other_liquids,2017,0.45,3.88,323.06,5282.0,363.18,5.94,26.73,High,Low,7.9548000000000005
2808,Norway,nuclear,2017,,,323.06,5282.0,363.18,5.94,0.0,High,Low,7.9548000000000005
2809,Norway,renewables_n_other,2017,1.3,1.34,323.06,5282.0,363.18,5.94,0.0,High,Low,7.9548000000000005
2810,Oman,coal,2017,0.0,0.0,141.09,4560.0,266.32,8.61,0.19,Medium-high,Low,13.976399999999998
2811,Oman,natural_gas,2017,0.79,1.12,141.09,4560.0,266.32,8.61,41.72,Medium-high,Low,13.976399999999998
2812,Oman,petroleum_n_other_liquids,2017,0.42,2.09,141.09,4560.0,266.32,8.61,24.22,Medium-high,Low,13.976399999999998
2813,Oman,nuclear,2017,,,141.09,4560.0,266.32,8.61,0.0,Medium-high,Low,13.976399999999998
2814,Oman,renewables_n_other,2017,0.0,0.0,141.09,4560.0,266.32,8.61,0.0,Medium-high,Low,13.976399999999998
2815,Pakistan,coal,2017,0.41,0.07,971.41,207906.0,16.33,3.5,24.19,High,Low,35.7752
2816,Pakistan,natural_gas,2017,1.38,1.2,971.41,207906.0,16.33,3.5,70.68,High,Low,35.7752
2817,Pakistan,petroleum_n_other_liquids,2017,1.22,0.22,971.41,207906.0,16.33,3.5,87.81,High,Low,35.7752
2818,Pakistan,nuclear,2017,0.09,0.09,971.41,207906.0,16.33,3.5,0.0,High,Low,35.7752
2819,Pakistan,renewables_n_other,2017,0.3,0.29,971.41,207906.0,16.33,3.5,0.0,High,Low,35.7752
2820,Palestinian Territories,coal,2017,0.0,0.0,13.72,4758.0,13.76,4.77,0.0,Medium,Low,0.6248
2821,Palestinian Territories,natural_gas,2017,0.0,0.0,13.72,4758.0,13.76,4.77,0.0,Medium,Low,0.6248
2822,Palestinian Territories,petroleum_n_other_liquids,2017,0.05,0.0,13.72,4758.0,13.76,4.77,3.3,Medium,Low,0.6248
2823,Palestinian Territories,nuclear,2017,,,13.72,4758.0,13.76,4.77,0.0,Medium,Low,0.6248
2824,Palestinian Territories,renewables_n_other,2017,0.02,0.0,13.72,4758.0,13.76,4.77,0.0,Medium,Low,0.6248
2825,Panama,coal,2017,0.01,0.0,111.35,4107.0,106.09,3.91,0.72,Medium-high,Low,4.937200000000001
2826,Panama,natural_gas,2017,0.0,0.0,111.35,4107.0,106.09,3.91,0.0,Medium-high,Low,4.937200000000001
2827,Panama,petroleum_n_other_liquids,2017,0.36,0.0,111.35,4107.0,106.09,3.91,23.83,Medium-high,Low,4.937200000000001
2828,Panama,nuclear,2017,,,111.35,4107.0,106.09,3.91,0.0,Medium-high,Low,4.937200000000001
2829,Panama,renewables_n_other,2017,0.07,0.07,111.35,4107.0,106.09,3.91,0.0,Medium-high,Low,4.937200000000001
2830,Papua New Guinea,coal,2017,0.0,0.0,30.54,8438.0,10.98,3.03,0.0,Medium,Low,1.1652
2831,Papua New Guinea,natural_gas,2017,0.0,0.41,30.54,8438.0,10.98,3.03,0.2,Medium,Low,1.1652
2832,Papua New Guinea,petroleum_n_other_liquids,2017,0.08,0.1,30.54,8438.0,10.98,3.03,5.96,Medium,Low,1.1652
2833,Papua New Guinea,nuclear,2017,,,30.54,8438.0,10.98,3.03,0.0,Medium,Low,1.1652
2834,Papua New Guinea,renewables_n_other,2017,0.01,0.01,30.54,8438.0,10.98,3.03,0.0,Medium,Low,1.1652
2835,Paraguay,coal,2017,0.0,0.0,83.96,6867.0,73.82,6.04,0.0,Medium-high,Low,1.4348
2836,Paraguay,natural_gas,2017,0.0,0.0,83.96,6867.0,73.82,6.04,0.0,Medium-high,Low,1.4348
2837,Paraguay,petroleum_n_other_liquids,2017,0.11,0.0,83.96,6867.0,73.82,6.04,7.65,Medium-high,Low,1.4348
2838,Paraguay,nuclear,2017,,,83.96,6867.0,73.82,6.04,0.0,Medium-high,Low,1.4348
2839,Paraguay,renewables_n_other,2017,0.4,0.55,83.96,6867.0,73.82,6.04,0.0,Medium-high,Low,1.4348
2840,Peru,coal,2017,0.01,0.01,378.67,31444.0,34.78,2.89,1.07,High,Low,10.214
2841,Peru,natural_gas,2017,0.32,0.55,378.67,31444.0,34.78,2.89,18.78,High,Low,10.214
2842,Peru,petroleum_n_other_liquids,2017,0.48,0.25,378.67,31444.0,34.78,2.89,33.19,High,Low,10.214
2843,Peru,nuclear,2017,,,378.67,31444.0,34.78,2.89,0.0,High,Low,10.214
2844,Peru,renewables_n_other,2017,0.28,0.29,378.67,31444.0,34.78,2.89,0.0,High,Low,10.214
2845,Philippines,coal,2017,0.65,0.26,841.58,105346.0,17.69,2.21,43.25,High,Low,22.7348
2846,Philippines,natural_gas,2017,0.11,0.11,841.58,105346.0,17.69,2.21,6.02,High,Low,22.7348
2847,Philippines,petroleum_n_other_liquids,2017,0.89,0.01,841.58,105346.0,17.69,2.21,58.25,High,Low,22.7348
2848,Philippines,nuclear,2017,,,841.58,105346.0,17.69,2.21,0.0,High,Low,22.7348
2849,Philippines,renewables_n_other,2017,0.21,0.23,841.58,105346.0,17.69,2.21,0.0,High,Low,22.7348
2850,Poland,coal,2017,2.37,2.09,1102.62,37975.0,116.73,4.02,202.3,High,Medium,62.345200000000006
2851,Poland,natural_gas,2017,0.68,0.15,1102.62,37975.0,116.73,4.02,34.01,High,Low,62.345200000000006
2852,Poland,petroleum_n_other_liquids,2017,1.33,0.04,1102.62,37975.0,116.73,4.02,73.9,High,Low,62.345200000000006
2853,Poland,nuclear,2017,,,1102.62,37975.0,116.73,4.02,0.0,High,Low,62.345200000000006
2854,Poland,renewables_n_other,2017,0.06,0.27,1102.62,37975.0,116.73,4.02,0.0,High,Low,62.345200000000006
2855,Portugal,coal,2017,0.13,0.0,324.5,10298.0,103.84,3.3,11.12,High,Low,10.6084
2856,Portugal,natural_gas,2017,0.24,0.0,324.5,10298.0,103.84,3.3,10.13,High,Low,10.6084
2857,Portugal,petroleum_n_other_liquids,2017,0.5,0.0,324.5,10298.0,103.84,3.3,31.05,High,Low,10.6084
2858,Portugal,nuclear,2017,,,324.5,10298.0,103.84,3.3,0.0,High,Low,10.6084
2859,Portugal,renewables_n_other,2017,0.2,0.22,324.5,10298.0,103.84,3.3,0.0,High,Low,10.6084
2860,Puerto Rico,coal,2017,0.03,0.0,69.36,3164.0,91.91,4.19,3.47,Medium-high,Low,4.2188
2861,Puerto Rico,natural_gas,2017,0.05,0.0,69.36,3164.0,91.91,4.19,3.41,Medium-high,Low,4.2188
2862,Puerto Rico,petroleum_n_other_liquids,2017,0.21,0.0,69.36,3164.0,91.91,4.19,13.8,Medium-high,Low,4.2188
2863,Puerto Rico,nuclear,2017,,,69.36,3164.0,91.91,4.19,0.0,Medium-high,Low,4.2188
2864,Puerto Rico,renewables_n_other,2017,0.0,0.0,69.36,3164.0,91.91,4.19,0.0,Medium-high,Low,4.2188
2865,Qatar,coal,2017,0.0,0.0,242.16,2725.0,770.48,8.67,0.0,Medium-high,Low,22.2996
2866,Qatar,natural_gas,2017,1.56,6.53,242.16,2725.0,770.48,8.67,80.14,Medium-high,Low,22.2996
2867,Qatar,petroleum_n_other_liquids,2017,0.53,3.25,242.16,2725.0,770.48,8.67,23.73,Medium-high,Low,22.2996
2868,Qatar,nuclear,2017,,,242.16,2725.0,770.48,8.67,0.0,Medium-high,Low,22.2996
2869,Qatar,renewables_n_other,2017,0.0,0.0,242.16,2725.0,770.48,8.67,0.0,Medium-high,Low,22.2996
2870,Reunion,coal,2017,0.0,0.0,23.89,876.0,54.31,1.99,0.0,Medium,Low,0.5396
2871,Reunion,natural_gas,2017,0.0,0.0,23.89,876.0,54.31,1.99,0.0,Medium,Low,0.5396
2872,Reunion,petroleum_n_other_liquids,2017,0.04,0.0,23.89,876.0,54.31,1.99,2.81,Medium,Low,0.5396
2873,Reunion,nuclear,2017,,,23.89,876.0,54.31,1.99,0.0,Medium,Low,0.5396
2874,Reunion,renewables_n_other,2017,0.01,0.01,23.89,876.0,54.31,1.99,0.0,Medium,Low,0.5396
2875,Romania,coal,2017,0.22,0.2,479.91,19575.0,72.25,2.95,22.04,High,Low,14.2592
2876,Romania,natural_gas,2017,0.41,0.38,479.91,19575.0,72.25,2.95,20.32,High,Low,14.2592
2877,Romania,petroleum_n_other_liquids,2017,0.43,0.16,479.91,19575.0,72.25,2.95,26.48,High,Low,14.2592
2878,Romania,nuclear,2017,0.13,0.13,479.91,19575.0,72.25,2.95,0.0,High,Low,14.2592
2879,Romania,renewables_n_other,2017,0.23,0.23,479.91,19575.0,72.25,2.95,0.0,High,Low,14.2592
2880,Russia,coal,2017,4.5,9.83,3594.39,145518.0,219.36,8.88,417.17,High,Medium,343.36879999999996
2881,Russia,natural_gas,2017,16.94,24.12,3594.39,145518.0,219.36,8.88,843.25,High,Medium,343.36879999999996
2882,Russia,petroleum_n_other_liquids,2017,6.81,23.67,3594.39,145518.0,219.36,8.88,415.42,High,Medium,343.36879999999996
2883,Russia,nuclear,2017,2.07,2.07,3594.39,145518.0,219.36,8.88,0.0,High,Low,343.36879999999996
2884,Russia,renewables_n_other,2017,1.61,1.72,3594.39,145518.0,219.36,8.88,0.0,High,Low,343.36879999999996
2885,Rwanda,coal,2017,0.0,0.0,22.73,11981.0,1.55,0.82,0.0,Medium,Low,0.20120000000000002
2886,Rwanda,natural_gas,2017,0.0,0.0,22.73,11981.0,1.55,0.82,0.0,Medium,Low,0.20120000000000002
2887,Rwanda,petroleum_n_other_liquids,2017,0.01,0.0,22.73,11981.0,1.55,0.82,1.03,Medium,Low,0.20120000000000002
2888,Rwanda,nuclear,2017,,,22.73,11981.0,1.55,0.82,0.0,Medium,Low,0.20120000000000002
2889,Rwanda,renewables_n_other,2017,0.0,0.0,22.73,11981.0,1.55,0.82,0.0,Medium,Low,0.20120000000000002
2890,Saint Kitts and Nevis,coal,2017,0.0,0.0,1.29,52.0,72.5,2.93,0.0,Low,Low,0.0528
2891,Saint Kitts and Nevis,natural_gas,2017,0.0,0.0,1.29,52.0,72.5,2.93,0.0,Low,Low,0.0528
2892,Saint Kitts and Nevis,petroleum_n_other_liquids,2017,0.0,0.0,1.29,52.0,72.5,2.93,0.27,Low,Low,0.0528
2893,Saint Kitts and Nevis,nuclear,2017,,,1.29,52.0,72.5,2.93,0.0,Low,Low,0.0528
2894,Saint Kitts and Nevis,renewables_n_other,2017,0.0,0.0,1.29,52.0,72.5,2.93,0.0,Low,Low,0.0528
2895,Saint Lucia,coal,2017,0.0,0.0,2.6,181.0,38.04,2.65,0.0,Low,Low,0.0916
2896,Saint Lucia,natural_gas,2017,0.0,0.0,2.6,181.0,38.04,2.65,0.0,Low,Low,0.0916
2897,Saint Lucia,petroleum_n_other_liquids,2017,0.01,0.0,2.6,181.0,38.04,2.65,0.46,Low,Low,0.0916
2898,Saint Lucia,nuclear,2017,,,2.6,181.0,38.04,2.65,0.0,Low,Low,0.0916
2899,Saint Lucia,renewables_n_other,2017,0.0,0.0,2.6,181.0,38.04,2.65,0.0,Low,Low,0.0916
2900,Saint Vincent/Grenadines,coal,2017,0.0,0.0,1.31,110.0,35.54,2.98,0.0,Low,Low,0.047200000000000006
2901,Saint Vincent/Grenadines,natural_gas,2017,0.0,0.0,1.31,110.0,35.54,2.98,0.0,Low,Low,0.047200000000000006
2902,Saint Vincent/Grenadines,petroleum_n_other_liquids,2017,0.0,0.0,1.31,110.0,35.54,2.98,0.23,Low,Low,0.047200000000000006
2903,Saint Vincent/Grenadines,nuclear,2017,,,1.31,110.0,35.54,2.98,0.0,Low,Low,0.047200000000000006
2904,Saint Vincent/Grenadines,renewables_n_other,2017,0.0,0.0,1.31,110.0,35.54,2.98,0.0,Low,Low,0.047200000000000006
2905,Samoa,coal,2017,0.0,0.0,1.08,195.0,25.64,4.66,0.0,Low,Low,0.062400000000000004
2906,Samoa,natural_gas,2017,0.0,0.0,1.08,195.0,25.64,4.66,0.0,Low,Low,0.062400000000000004
2907,Samoa,petroleum_n_other_liquids,2017,0.0,0.0,1.08,195.0,25.64,4.66,0.33,Low,Low,0.062400000000000004
2908,Samoa,nuclear,2017,,,1.08,195.0,25.64,4.66,0.0,Low,Low,0.062400000000000004
2909,Samoa,renewables_n_other,2017,0.0,0.0,1.08,195.0,25.64,4.66,0.0,Low,Low,0.062400000000000004
2910,Sao Tome and Principe,coal,2017,0.0,0.0,1.02,207.0,11.14,2.26,0.0,Low,Low,0.031200000000000002
2911,Sao Tome and Principe,natural_gas,2017,0.0,0.0,1.02,207.0,11.14,2.26,0.0,Low,Low,0.031200000000000002
2912,Sao Tome and Principe,petroleum_n_other_liquids,2017,0.0,0.0,1.02,207.0,11.14,2.26,0.16,Low,Low,0.031200000000000002
2913,Sao Tome and Principe,nuclear,2017,,,1.02,207.0,11.14,2.26,0.0,Low,Low,0.031200000000000002
2914,Sao Tome and Principe,renewables_n_other,2017,0.0,0.0,1.02,207.0,11.14,2.26,0.0,Low,Low,0.031200000000000002
2915,Saudi Arabia,coal,2017,0.0,0.0,1724.01,32613.0,335.65,6.35,0.27,High,Low,118.306
2916,Saudi Arabia,natural_gas,2017,4.04,4.04,1724.01,32613.0,335.65,6.35,207.71,High,Medium,118.306
2917,Saudi Arabia,petroleum_n_other_liquids,2017,6.9,24.45,1724.01,32613.0,335.65,6.35,381.39,High,Medium,118.306
2918,Saudi Arabia,nuclear,2017,,,1724.01,32613.0,335.65,6.35,0.0,High,Low,118.306
2919,Saudi Arabia,renewables_n_other,2017,0.0,0.0,1724.01,32613.0,335.65,6.35,0.0,High,Low,118.306
2920,Senegal,coal,2017,0.01,0.0,49.48,15419.0,8.41,2.62,1.13,Medium-high,Low,1.774
2921,Senegal,natural_gas,2017,0.0,0.0,49.48,15419.0,8.41,2.62,0.1,Medium-high,Low,1.774
2922,Senegal,petroleum_n_other_liquids,2017,0.11,0.0,49.48,15419.0,8.41,2.62,7.49,Medium-high,Low,1.774
2923,Senegal,nuclear,2017,,,49.48,15419.0,8.41,2.62,0.0,Medium-high,Low,1.774
2924,Senegal,renewables_n_other,2017,0.01,0.0,49.48,15419.0,8.41,2.62,0.0,Medium-high,Low,1.774
2925,Serbia,coal,2017,0.32,0.31,111.75,7021.0,96.05,6.03,32.33,Medium-high,Low,9.0012
2926,Serbia,natural_gas,2017,0.1,0.02,111.75,7021.0,96.05,6.03,4.39,Medium-high,Low,9.0012
2927,Serbia,petroleum_n_other_liquids,2017,0.15,0.04,111.75,7021.0,96.05,6.03,9.76,Medium-high,Low,9.0012
2928,Serbia,nuclear,2017,,,111.75,7021.0,96.05,6.03,0.0,Medium-high,Low,9.0012
2929,Serbia,renewables_n_other,2017,0.11,0.08,111.75,7021.0,96.05,6.03,0.0,Medium-high,Low,9.0012
2930,Seychelles,coal,2017,0.0,0.0,2.46,96.0,185.71,7.28,0.0,Low,Low,0.2384
2931,Seychelles,natural_gas,2017,0.0,0.0,2.46,96.0,185.71,7.28,0.0,Low,Low,0.2384
2932,Seychelles,petroleum_n_other_liquids,2017,0.02,0.0,2.46,96.0,185.71,7.28,1.27,Low,Low,0.2384
2933,Seychelles,nuclear,2017,,,2.46,96.0,185.71,7.28,0.0,Low,Low,0.2384
2934,Seychelles,renewables_n_other,2017,0.0,0.0,2.46,96.0,185.71,7.28,0.0,Low,Low,0.2384
2935,Sierra Leone,coal,2017,0.0,0.0,12.68,7488.0,2.01,1.19,0.0,Medium,Low,0.2084
2936,Sierra Leone,natural_gas,2017,0.0,0.0,12.68,7488.0,2.01,1.19,0.0,Medium,Low,0.2084
2937,Sierra Leone,petroleum_n_other_liquids,2017,0.01,0.0,12.68,7488.0,2.01,1.19,1.02,Medium,Low,0.2084
2938,Sierra Leone,nuclear,2017,,,12.68,7488.0,2.01,1.19,0.0,Medium,Low,0.2084
2939,Sierra Leone,renewables_n_other,2017,0.0,0.0,12.68,7488.0,2.01,1.19,0.0,Medium,Low,0.2084
2940,Singapore,coal,2017,0.02,0.0,519.98,5617.0,651.92,7.04,1.48,High,Low,45.784400000000005
2941,Singapore,natural_gas,2017,0.48,0.0,519.98,5617.0,651.92,7.04,24.29,High,Low,45.784400000000005
2942,Singapore,petroleum_n_other_liquids,2017,3.15,0.0,519.98,5617.0,651.92,7.04,206.27,High,Medium,45.784400000000005
2943,Singapore,nuclear,2017,,,519.98,5617.0,651.92,7.04,0.0,High,Low,45.784400000000005
2944,Singapore,renewables_n_other,2017,0.02,0.05,519.98,5617.0,651.92,7.04,0.0,High,Low,45.784400000000005
2945,Slovakia,coal,2017,0.13,0.02,170.84,5440.0,135.16,4.3,12.73,Medium-high,Low,6.6512
2946,Slovakia,natural_gas,2017,0.17,0.01,170.84,5440.0,135.16,4.3,9.23,Medium-high,Low,6.6512
2947,Slovakia,petroleum_n_other_liquids,2017,0.19,0.0,170.84,5440.0,135.16,4.3,11.01,Medium-high,Low,6.6512
2948,Slovakia,nuclear,2017,0.17,0.17,170.84,5440.0,135.16,4.3,0.0,Medium-high,Low,6.6512
2949,Slovakia,renewables_n_other,2017,0.08,0.07,170.84,5440.0,135.16,4.3,0.0,Medium-high,Low,6.6512
2950,Slovenia,coal,2017,0.04,0.04,70.87,2067.0,139.08,4.06,4.4,Medium-high,Low,2.7
2951,Slovenia,natural_gas,2017,0.03,0.0,70.87,2067.0,139.08,4.06,1.65,Medium-high,Low,2.7
2952,Slovenia,petroleum_n_other_liquids,2017,0.11,0.0,70.87,2067.0,139.08,4.06,7.68,Medium-high,Low,2.7
2953,Slovenia,nuclear,2017,0.06,0.06,70.87,2067.0,139.08,4.06,0.0,Medium-high,Low,2.7
2954,Slovenia,renewables_n_other,2017,0.04,0.04,70.87,2067.0,139.08,4.06,0.0,Medium-high,Low,2.7
2955,Solomon Islands,coal,2017,0.0,0.0,1.47,636.0,7.12,3.08,0.0,Low,Low,0.0668
2956,Solomon Islands,natural_gas,2017,0.0,0.0,1.47,636.0,7.12,3.08,0.0,Low,Low,0.0668
2957,Solomon Islands,petroleum_n_other_liquids,2017,0.0,0.0,1.47,636.0,7.12,3.08,0.32,Low,Low,0.0668
2958,Solomon Islands,nuclear,2017,,,1.47,636.0,7.12,3.08,0.0,Low,Low,0.0668
2959,Solomon Islands,renewables_n_other,2017,0.0,0.0,1.47,636.0,7.12,3.08,0.0,Low,Low,0.0668
2960,Somalia,coal,2017,0.0,0.0,10.26,14636.0,0.85,1.21,0.0,Medium,Low,0.17559999999999998
2961,Somalia,natural_gas,2017,0.0,0.0,10.26,14636.0,0.85,1.21,0.0,Medium,Low,0.17559999999999998
2962,Somalia,petroleum_n_other_liquids,2017,0.01,0.0,10.26,14636.0,0.85,1.21,0.9,Medium,Low,0.17559999999999998
2963,Somalia,nuclear,2017,,,10.26,14636.0,0.85,1.21,0.0,Medium,Low,0.17559999999999998
2964,Somalia,renewables_n_other,2017,0.0,0.0,10.26,14636.0,0.85,1.21,0.0,Medium,Low,0.17559999999999998
2965,South Africa,coal,2017,3.95,5.62,772.84,57093.0,100.28,7.41,372.73,High,Medium,93.84639999999999
2966,South Africa,natural_gas,2017,0.19,0.03,772.84,57093.0,100.28,7.41,9.78,High,Low,93.84639999999999
2967,South Africa,petroleum_n_other_liquids,2017,1.35,0.01,772.84,57093.0,100.28,7.41,88.45,High,Low,93.84639999999999
2968,South Africa,nuclear,2017,0.15,0.15,772.84,57093.0,100.28,7.41,0.0,High,Low,93.84639999999999
2969,South Africa,renewables_n_other,2017,0.09,0.09,772.84,57093.0,100.28,7.41,0.0,High,Low,93.84639999999999
2970,South Korea,coal,2017,3.5,0.04,2053.52,51090.0,241.8,6.02,324.88,High,Medium,135.1728
2971,South Korea,natural_gas,2017,1.88,0.01,2053.52,51090.0,241.8,6.02,96.28,High,Low,135.1728
2972,South Korea,petroleum_n_other_liquids,2017,5.4,0.0,2053.52,51090.0,241.8,6.02,262.23,High,Medium,135.1728
2973,South Korea,nuclear,2017,1.38,1.38,2053.52,51090.0,241.8,6.02,0.0,High,Low,135.1728
2974,South Korea,renewables_n_other,2017,0.2,0.21,2053.52,51090.0,241.8,6.02,0.0,High,Low,135.1728
2975,South Sudan,coal,2017,0.0,0.0,17.52,10911.0,2.12,1.32,0.0,Medium,Low,0.3504
2976,South Sudan,natural_gas,2017,0.0,0.0,17.52,10911.0,2.12,1.32,0.0,Medium,Low,0.3504
2977,South Sudan,petroleum_n_other_liquids,2017,0.02,0.28,17.52,10911.0,2.12,1.32,1.86,Medium,Low,0.3504
2978,South Sudan,nuclear,2017,,,17.52,10911.0,2.12,1.32,0.0,Medium,Low,0.3504
2979,South Sudan,renewables_n_other,2017,0.0,0.0,17.52,10911.0,2.12,1.32,0.0,Medium,Low,0.3504
2980,Spain,coal,2017,0.48,0.05,1720.25,46610.0,124.04,3.36,38.73,High,Low,57.3988
2981,Spain,natural_gas,2017,1.2,0.0,1720.25,46610.0,124.04,3.36,58.53,High,Low,57.3988
2982,Spain,petroleum_n_other_liquids,2017,2.71,0.01,1720.25,46610.0,124.04,3.36,187.88,High,Medium,57.3988
2983,Spain,nuclear,2017,0.55,0.55,1720.25,46610.0,124.04,3.36,0.0,High,Low,57.3988
2984,Spain,renewables_n_other,2017,0.84,0.88,1720.25,46610.0,124.04,3.36,0.0,High,Low,57.3988
2985,Sri Lanka,coal,2017,0.06,0.0,262.3,21128.0,16.89,1.36,5.06,Medium-high,Low,4.3924
2986,Sri Lanka,natural_gas,2017,0.0,0.0,262.3,21128.0,16.89,1.36,0.0,Medium-high,Low,4.3924
2987,Sri Lanka,petroleum_n_other_liquids,2017,0.26,0.0,262.3,21128.0,16.89,1.36,18.2,Medium-high,Low,4.3924
2988,Sri Lanka,nuclear,2017,,,262.3,21128.0,16.89,1.36,0.0,Medium-high,Low,4.3924
2989,Sri Lanka,renewables_n_other,2017,0.04,0.04,262.3,21128.0,16.89,1.36,0.0,Medium-high,Low,4.3924
2990,Sudan,coal,2017,0.0,0.0,184.94,40813.0,9.03,1.99,0.0,Medium-high,Low,3.4856
2991,Sudan,natural_gas,2017,0.0,0.0,184.94,40813.0,9.03,1.99,0.0,Medium-high,Low,3.4856
2992,Sudan,petroleum_n_other_liquids,2017,0.28,0.19,184.94,40813.0,9.03,1.99,18.54,Medium-high,Low,3.4856
2993,Sudan,nuclear,2017,,,184.94,40813.0,9.03,1.99,0.0,Medium-high,Low,3.4856
2994,Sudan,renewables_n_other,2017,0.09,0.09,184.94,40813.0,9.03,1.99,0.0,Medium-high,Low,3.4856
2995,Suriname,coal,2017,0.0,0.0,8.68,570.0,76.24,5.01,0.0,Low,Low,0.45
2996,Suriname,natural_gas,2017,0.0,0.0,8.68,570.0,76.24,5.01,0.0,Low,Low,0.45
2997,Suriname,petroleum_n_other_liquids,2017,0.03,0.04,8.68,570.0,76.24,5.01,2.05,Low,Low,0.45
2998,Suriname,nuclear,2017,,,8.68,570.0,76.24,5.01,0.0,Low,Low,0.45
2999,Suriname,renewables_n_other,2017,0.01,0.01,8.68,570.0,76.24,5.01,0.0,Low,Low,0.45
3000,Sweden,coal,2017,0.07,0.0,503.99,10073.0,221.3,4.42,6.84,High,Low,9.8352
3001,Sweden,natural_gas,2017,0.04,0.0,503.99,10073.0,221.3,4.42,1.91,High,Low,9.8352
3002,Sweden,petroleum_n_other_liquids,2017,0.66,0.0,503.99,10073.0,221.3,4.42,41.72,High,Low,9.8352
3003,Sweden,nuclear,2017,0.64,0.64,503.99,10073.0,221.3,4.42,0.0,High,Low,9.8352
3004,Sweden,renewables_n_other,2017,0.82,0.9,503.99,10073.0,221.3,4.42,0.0,High,Low,9.8352
3005,Switzerland,coal,2017,0.0,0.0,567.03,8484.0,138.51,2.07,0.4,High,Low,7.9155999999999995
3006,Switzerland,natural_gas,2017,0.13,0.0,567.03,8484.0,138.51,2.07,7.07,High,Low,7.9155999999999995
3007,Switzerland,petroleum_n_other_liquids,2017,0.46,0.0,567.03,8484.0,138.51,2.07,32.77,High,Low,7.9155999999999995
3008,Switzerland,nuclear,2017,0.2,0.2,567.03,8484.0,138.51,2.07,0.0,High,Low,7.9155999999999995
3009,Switzerland,renewables_n_other,2017,0.38,0.36,567.03,8484.0,138.51,2.07,0.0,High,Low,7.9155999999999995
3010,Syria,coal,2017,0.0,0.0,49.8,17096.0,23.87,8.19,0.03,Medium-high,Low,5.4708
3011,Syria,natural_gas,2017,0.14,0.14,49.8,17096.0,23.87,8.19,7.36,Medium-high,Low,5.4708
3012,Syria,petroleum_n_other_liquids,2017,0.27,0.05,49.8,17096.0,23.87,8.19,18.34,Medium-high,Low,5.4708
3013,Syria,nuclear,2017,,,49.8,17096.0,23.87,8.19,0.0,Medium-high,Low,5.4708
3014,Syria,renewables_n_other,2017,0.01,0.01,49.8,17096.0,23.87,8.19,0.0,Medium-high,Low,5.4708
3015,Taiwan,coal,2017,1.4,0.0,1163.22,23559.0,189.93,3.85,144.26,High,Medium,55.1492
3016,Taiwan,natural_gas,2017,0.88,0.01,1163.22,23559.0,189.93,3.85,42.59,High,Low,55.1492
3017,Taiwan,petroleum_n_other_liquids,2017,1.87,0.0,1163.22,23559.0,189.93,3.85,94.32,High,Low,55.1492
3018,Taiwan,nuclear,2017,0.21,0.21,1163.22,23559.0,189.93,3.85,0.0,High,Low,55.1492
3019,Taiwan,renewables_n_other,2017,0.12,0.11,1163.22,23559.0,189.93,3.85,0.0,High,Low,55.1492
3020,Tajikistan,coal,2017,0.04,0.04,30.48,8880.0,25.89,7.54,2.93,Medium,Low,1.1423999999999999
3021,Tajikistan,natural_gas,2017,0.0,0.0,30.48,8880.0,25.89,7.54,0.04,Medium,Low,1.1423999999999999
3022,Tajikistan,petroleum_n_other_liquids,2017,0.04,0.0,30.48,8880.0,25.89,7.54,2.55,Medium,Low,1.1423999999999999
3023,Tajikistan,nuclear,2017,,,30.48,8880.0,25.89,7.54,0.0,Medium,Low,1.1423999999999999
3024,Tajikistan,renewables_n_other,2017,0.15,0.16,30.48,8880.0,25.89,7.54,0.0,Medium,Low,1.1423999999999999
3025,Tanzania,coal,2017,0.01,0.01,133.97,54660.0,3.28,1.34,0.63,Medium-high,Low,2.2072
3026,Tanzania,natural_gas,2017,0.04,0.04,133.97,54660.0,3.28,1.34,2.95,Medium-high,Low,2.2072
3027,Tanzania,petroleum_n_other_liquids,2017,0.11,0.0,133.97,54660.0,3.28,1.34,7.91,Medium-high,Low,2.2072
